sample_id,review_text,annotator_1_label,annotator_2_label,adjudicated_label,notes
SA-239,"Team OCEAN SMART rất tệ - lead không tốt . Không có điểm nào thích cả. Lúc đầu nghĩ anh quản lý tổ chức là tốt. Khi rời đi một thời gian mới biết anh đó là trùm cuối.
Công ty rất nhiều DRAMA, TOXIC, môi trường làm việc thì bè phái, chèn ép, cạnh tranh, nói xấu lẫn nhau. . Có thể nào thay luôn giám đốc công ty, quản lý, và leader không vậy.",,,,
SA-240,"Môi trường làm việc khá . -Văn phòng đẹp, sạch sẽ
-Nhiều nhân viên giỏi để học hỏi
-Phù hợp với những bạn mới ra trường . -Lương thấp
-OT nhiều với những dự án của Japan
-Phúc lợi ngày càng cắt giảm
-Hiếm có sếp đứng về phía nhân viên
-Một số nhân viên 'khó mà làm việc team' được
-Khó giữ được những nhân viên giỏi dài lâu",,,,
SA-241,"Công ti chăn gà . Có cafe và hộp sữa đặc để bên ngoài.
Thời gian làm việc linh hoạt. Quy định 8g30 làm việc nhưng 8g50 vào phòng không thấy ai.
Công ti lùa gà. Hay tổ chức tham quan cho SV ĐH tư thục
Mỗi tháng có ăn nhẹ 1 buổi để phát quà sinh nhật . + Lương:
Thực tập dev: lương 1 tr/tháng (nhưng thấy lead còn kêu ráng ở lại làm cho hết task). thực tập 2 tháng xong. Thử việc tiếp 2 tháng.
Cti hỗ trợ đóng trên lương cơ bản 4tr2. Hỗ trợ ăn 200k để đóng thuế TNCN
Lương đc trả trước ngày cuối tháng 1 ngày.
Không có lương OT. OT tối tự ăn uống
Có nhiều bậc Title để làm màu: Software Engineer 1 (Fresher),2 (Junior),3 (Semi-Senior), Senior Software Engineer 1,2,3
Hoa hồng khi giới thiệu thấp
Giới thiệu member từ Senior SE 1 trở lên mới được hoa hồng. Có thể cti ép xuống SE3 để không chi hoa hồng (500$)
+ Môi trường:
Nhân viên vui vẻ thân thiện thì công ty nào cũng vậy thì ko cần phải bàn tới
Nhưng là 1 team chung 1 phòng làm được vài tháng rồi nhưng vẫn còn 1 số người ko biết mặt vì ko giao tiếp được. Do group chat tổng Team không được add vào.
CSVC: Kém
Internet bị giới hạn. Ko quá 2.5mbps => Lãng phí
Ghế ngồi gây mỏi lưng, màn hình cho dev quá nhỏ.
Đi bộ 5' để gởi xe được chỗ mát. 3' cho chỗ nắng
_ 100% sẽ và đang sử dụng công nghệ cũ. Vì các senior ít cập nhật kiến thức mới
Hiện tại đang làm vì tiền và chắc chắn sẽ nghỉ khi có điều kiện
Thích thì mình về thôi. Nhưng sẽ có những sự đánh giá từ leader",,,,
SA-242,"Công ty lớn nhưng môi trường rất thiếu chuyên nghiệp . - Đường tới công ty đẹp.
- Công ty có tiếng là công ty lớn, dễ khoe với ông bà lớn tuổi.
- Được làm nhiều, không bao giờ hết việc để làm.
- Được rèn luyện khả năng thích ứng, vì sếp thích là giao task và đổi requirement.
- Được rèn luyện khả năng nhẫn nhịn, vì sếp chỉ quan tâm deadline. . - Về văn hóa công ty:
+ Bào, bào đến khi vắt kiệt hết sức của nhân viên mới thôi.
+ Chỉ quan tâm deadline.
+ Lúc cần thì hối thúc nhân viên, khi không cần thì không thèm trả lời một câu, rất thiếu chuyên nghiệp.
+ Quan niệm: lợi ích công ty và sếp là trên hết.
+ Quan niệm: tiền rất quan trọng, hơn nhân viên.
+ Tính toán rất chi li trong tiền bạc, không sót một đồng kể cả tiền gửi xe cho nhân viên.
+ Gò bó, ép buộc phải làm tối thiểu 8 tiếng/ngày.
- Về môi trường làm việc:
+ Luôn trong trạng thái căng thẳng vì hối thúc deadline.
- Về code và cách làm việc:
+ Không bao giờ hết việc để làm.
+ Task bất chợt, thay đổi requirement rất thường xuyên.
+ Không quan tâm chất lượng code, chỉ quan tâm khi nào xong kịp tiến độ.
+ Nếu có bug thì nhân viên tự bỏ tiền đền.
+ Quy trình rất kém, cực kỳ thiếu chuyên nghiệp, cứ như không có một technical lead để đề ra giải pháp cải thiện quy trình quản lý code và làm việc đạt năng suất cao hơn.
- Không có lương.
- Bị bắt buộc OT khi công ty cần.
- Không tạo điều kiện thoải mái để OT.",,,,
SA-243,"Giờ giấc làm việc linh hoạt . Giờ giấc linh hoạt thoải mái, công việc có quy trình rõ ràng để cho người mới dễ nắm bắt và tiếp thu . Công việc không có nhiều sự thích thú để học hỏi và phát triển bản thân.
nhiều việc thì vẫn phải thường xuyên OT tuy nhiên không có lương",,,,
SA-244,"Lương cao , môi trường làm việc ổn . Bãi đậu xe rộng rãi , cấp macbook để làm việc , chỗ làm việc tốt . tuyển nữ cho phòng HR đi chứ toàn con trai không chán quá",,,,
SA-245,"Môi trường không rõ ràng, không tốt để phát triển . Lương tương đối cao so với mặt bằng chung
Du lịch nước ngoài . Hãy deal lương thật cao vì sát xuất tăng lương cực thấp. Không review performance và review lương.
Legacy code. Tech rất cũ. Hoàn toàn ko có dự định upgrade.
Ko có career path cho nhân viên.
Nên cho WFH/ Hybrid
OT ""tự nguyện"" nhờ track time chi ly chớ ko thấy chế độ OT gì",,,,
SA-246,"Môi trường làm việc năng động . + Văn phòng thoáng, rộng
+ Đồng nghiệp: Nice, nhiệt tình giúp đỡ mọi lúc, chia sẻ nhiều kinh nghiệm làm việc
+ Chỗ ăn trưa: Có view đẹp nhìn ra Hồ Tây
+ Góc đọc sách: nhiều sách hay
Vì mình chưa làm OT bao giờ nên cũng không biết nói sao . Vì vừa vào công ty nên mình chưa thấy có điều gì cần cải thiện.",,,,
SA-247,"Mọi thứ đều tốt, trừ lương thưởng . Môi trường trẻ trung
Cơ hội tiếp xúc nhiều công nghệ mới
Cơ hội học hỏi nhiều, về việc được training và có người giỏi để học hỏi
Môi trường làm việc thoải mái, không bó buộc giờ giấc, miễn sao xong việc, sếp hòa đồng với nhân viên
Có xe bus đưa rước thoải mái
Công ty đẹp, nhiều hot girl
Nhiều hoạt động
Có sân bóng đá, bóng rổ, bóng chuyền, phòng gym . OT nhiều, thường không được trả hoặc trả ít so với thời gian OT thực
Lương thưởng, phúc lợi thấp
OT nhiều, thường không được trả hoặc trả ít so với thời gian OT thực.",,,,
SA-248,"Môi trường tốt, Sếp tốt . Môi trường tốt để học tập và phát triển bản thân, Lương thưởng rõ ràng . Nhân sự hơi khó khăn, làm product nên hơi áp lực doanh thu",,,,
SA-249,Thiếu traning cho người mới . Văn phòng ổn. HR và các đồng nghiệp hướng dẫn và tiếp đón tận tình khi đi onsite . Nếu là người mới nhưng không vào đúng đợt hằng năm thì sẽ không có traning gì hết.,,,,
SA-250,"Môi trường làm việc rất tốt, sếp và đồng nghiệp vui vẻ thân thiệna . Không gian và thời gian làm việc thoải mái. Đồng nghiệp và sếp thân thiện, hỗ trợ rất tốt.
Ok rất thoải mái, nhưng ít khi đi ot (cái này tùy team). Chính sách đãi ngộ ot rất ok . Chất lượng internet chưa được tốt và ổn định, kết nối hơi rườm rà",,,,
SA-251,"Lương đầu vào thấp, văn Phòng đẹp, Ít OT, tăng lương tạm . Văn phòng đẹp, ít OT, tăng lương tạm. Trong cty có nhiều hoạt động liên quan tới inovation . Đầu vô lương thấp, HR sẽ giảm lương của bạn(dev khác domain nhúng) . Điều đó không làm nhân viên gắn bó lâu dày.Chính sách công ty không nhắm tới nhân viên mà vì lợi nhuận (đó là ý kiến của mình)
OT không lương. Chuyên này là bình thường, bạn sẽ nhân được phiếu ăn khoảng 30k(not sure < 50k)",,,,
SA-252,"Sếp thân thiện và quan tâm nhân viên . Thường xuyên có các buổi chia sẽ kiến thức về kỹ thuật,
Văn phòng rộng và thoải mái
chính sách OT rất công bằng và theo luật . Quy trình hơi lằng nhằng. nhiều thủ tục để thực hiện hết một yêu cầu đơn giản",,,,
SA-253,"Not as good as i thought . Văn phòng rộng, giờ làm việc linh hoạt, có môi trường học tập tiếng anh do tiếp xúc với nhân viên người Ấn.
OT? Hình như không có OT. Không thấy nói gì về OT hết . Công ty đào tạo 6 tháng, 3 tháng thực tập cty giao rất ít task, các bạn fresher muốn tới đây học hỏi kinh nghiệm nên suy nghĩ lại.
Mới vô hứa đào tạo xong sẽ lên làm nhân viên chính thức nhưng tới lúc thực tập thì mới báo là chỉ những ai có bằng tốt nghiệp mới lên chính thức, xong cho nghỉ luôn vì kinh tế khó khăn. Hứa nhân viên nhiều thứ, không cái nào thành hiện thực",,,,
SA-254,"Hợp với các bạn thích chủ động . Hợp với các bạn có tính chủ động, nhiều khóa training và event cho nhân viên.
OT sẽ có trả lương nếu do khách hàng yêu cầu cần làm gấp . Tùy dự án mà có dự án thì nhàn, có dự án thì sẽ phải OT nhiều không có thời gian để tham gia training thêm",,,,
SA-255,"Lương bị giới hạn, khó có cơ hội tăng . Văn phòng đẹp, sạch sẽ thoải mái, môi trường năng động,
Vì nằm trung tâm q1 nên mọi checkin chảnh
Phù hợp với nhân viên mới ra trường . Note: Các đánh giá tốt toàn đc HR nhờ
+ Lương set theo range, cố định, nên đừng mong pv được như lương mong muốn.
+ Trong công ty có mấy ông leader hơi chảnh, có vẻ khinh khỉnh. (lúc pv vớ phải 1 ông nói chuyện kiểu hơi khệnh)
+ Ko có test đầu vào chuẩn, nên pv nhiều lúc hơi bị hỏi lan man, linh tinh. ko liên quan đến cv
+ Có 1 số quy trình, nhưng ko áp dụng hoàn thiện, ko chú trọng phát triển con người (ở đây ko có mentor pro)
+ Phù hợp hơn với nhân viên mới ra trường + fresher vào làm vài năm
+ Lên 1 level nhất định mà muốn lương cao hơn thì ở đây rất khó.
+ Mấy cái phúc lợi thì nên suy nghĩ (chắc khả năng công ty thuê Q1 đắt đỏ nên trả lương cùng bình thường thôi lấy cái này bù cái khác)
.... v.vv
Dự án product, thay đổi liên tục, đôi khi phải OT, nhưng ko được tính tiền",,,,
SA-256,"Đồng nghiệp vui vẻ, hòa đồng . Office mới đẹp, quy trình bài bản, nhiều dự án với nhiều techstack khác nhau.
chi phí OT đầy đủ, PM linh hoạt trong việc khai OT cho anh em . Cần fair hơn trong việc tăng lương cho nhân viên lâu năm.",,,,
SA-257,"Campus rộng, có xe bus đưa đón, có các khu thể thao xả stress . Campus xa trung tâm, nhưng bù lại khá thoáng đáng, gần gũi tự nhiên.đồ ăn không đến mức quá delicious nhưng được cái đầy đủ
Không biết chi nhánh khác thế nào chứ tại Hòa Lạc còn thêm cả các khu thể thao khá vui: bơi, gym, bóng bàn, bóng đá....
Được hỗ trợ xe bus đưa đón tận nơi khá hài lòng . Mất thời gian đi lại khá nhiều, sau dịch bus nên tăng cường độ các chuyến buổi sáng hơn",,,,
SA-258,"Nhiều dự án/ mô hình. Tuy nhiên, lương tương đối thấp và đấu đá quá nhiều. . Văn hóa công ty rất tốt. Văn phòng tương đối rộng rãi và có nhiều tiện ích xung quanh. . Môi trường fsoft chỉ dành cho fresher (rất tốt). Người có kinh nghiệm rất dễ chán do cách quản lý/làm việc không hiệu quả
Chính sách trả OT không công bằng. Thường OT nhiều và có trả bằng ngày phép (nhưng nghỉ không hết được hoặc không cho nghỉ).",,,,
SA-259,"Cty dành cho các bạn thích ổn định . Thời gian làm việc linh hoạt
môi trường thoải mái
văn phỏng ổn . Rất nhiều
- Lương quá bèo bọt dù bản thận đã làm ở đây 5 năm rồi
- Nêu làm lâu mà không tự cải thiện bản thân thì sẽ bị thui chột về kỹ năng lập trình
- Công việc không quá phức tạp, k đủ challenge để phát triển bản thân
- System quá lớn, khả năng để học hỏi và áp dụng cho bản thân gần như không có
OT không rõ ràng. và gần như chưa có chính sách này ngoài trừ nằm 2018 thì bắt đầu đưa benefit này vào nhưng lại cần approval rất lằng nhằng",,,,
SA-260,"Lương thấp, công việc nhàm chán . Thời gian thoải mái. Mọi người vui vẻ hòa đồng. Phúc lợi khá rõ ràng. . Lương thấp, tăng lương cũng thấp. Công việc nhàm chán, không ổn định. Không có nhiều thứ để học hỏi. Việc nhiều, bonus ít.",,,,
SA-261,"Môi trường năng động, nhiều phúc lợi và teambuilding . Công ty luôn luôn trả lương đúng hạn hoặc sớm hơn (nếu như ngày lãnh lương rơi vào cuối tuần hoặc dịp lễ)
Văn phòng phải nói là cực lớn và thoáng kèm thêm công viên cây xanh rất là relax
Khỏi phải suy nghĩ trưa ăn gì, công ty có cơm trưa miễn phí
Tham gia bhxh full lương
Tài khoản học Udemy với LinkedIn miễn phí nữa, dev tụi mình hay lên Udemy học lắm
Một điều mình thích nữa là công ty có rất là nhiều hoạt động phúc lợi, nhận quà nhận voucher nhiều
Điều mình rất thích khi làm ở đây là công ty có trả tiền OT. Còn có hỗ trợ cơm tối khi OT nữa, nếu như về sau 7h30 thì sẽ có taxi hỗ trợ . Hiện tại mình rất happy với những điều mà công ty quan tâm, chỉ mong là có thể đa dạng hơn nhà cung cấp siêu thị để có nhiều lựa chọn",,,,
SA-262,"Không phù hợp với những người thích cạnh tranh, thử thách và thay đổi . - Được tiếp xúc với đa dạng nền văn hóa làm việc từ Nhật, Trung Quốc, Ấn Độ và một số nước châu Âu.
- Đồng nghiệp thân thiện.
- Có rất nhiều nguồn tài liệu để self learning. . - Công việc nhàm chán, lặp đi lặp lại quá nhiều.
- Sử dụng công nghệ cũ và tách biệt với thế giới. Sẽ làm hạn chế khả năng của nhân viên khi ra bên ngoài tìm công việc mới.
- Có rất nhiều process tuy nhiên thực tế là chẳng ai làm theo process. Đặc điểm của dự án không thể áp dụng Agile/Scrum, chậm thay đổi và không chấp nhận thay đổi.
- Không phù hợp với những bạn thích môi trường cạnh tranh, thử thách.
Công ty chỉ trả OT nếu như có approval vào cuối tuần. Trong tuần k có chính sách OT và cũng không có phúc lợi cho các bạn OT",,,,
SA-263,"Công ty chính trị, HR có tuổi và quan liêu . Có vài nhân sự làm remote nhưng không rõ chế độ thế nào . Máy móc lỗi thời chạy chậm, công ty chính trị và quan liêu. Vắt chanh bỏ vỏ khi cần thì tuyển hết dự án thì tìm cách loại bỏ.
OT không trả tiền, được bù vào ngày nghỉ, lễ tết có thể đi làm nhưng chỉ bù bình thường",,,,
SA-264,"Nhân sự đi hết rồi, ko tăng lương, ko bonus . Từ khi bán cho Hitachi không có điều gì tốt cả, anh em không nên vào . OT không lương.
Không tăng lương nếu không lên level dù có đóng góp thế nào đi nữa.
Không có bonus do cty đang down mạnh, nhân sự leaving
OT ko lương, nếu có thì bị PM bớt sén, làm đến 3h sáng log 4h OT, bị bớt xuống 2h @@",,,,
SA-265,"Đại diện cho một góc nhìn khác . Văn phòng đẹp, nhiều benefit và chế độ đãi ngộ tốt. Có nói rõ lúc phỏng vấn nên bạn thấy hợp & sẵn sàng chấp nhận cuộc chơi thì vào chứ công ty cũng không phải đợi bạn vào làm rồi mới nói. . Công ty người ra vào thường xuyên dù benefit tốt để bạn hiểu công việc nó nặng nhọc, có nhiều vấn đề như thế nào. Phần lớn những review ở các trang review công ty khác đều đúng. Công ty cần cải thiện phần nhân sự, quản lý con người & quy trình phát triển sản phẩm, môi trường team lành mạnh hơn.
Làm việc tới tận 7h tối & thường xuyên phải về trễ hơn hoặc về nhà OT, thậm chí làm việc cuối tuần.",,,,
SA-266,"Môi trường rất tốt, sếp thì không . Giờ giấc thoải mái, gần như không bao giờ OT, mọi người thân thiện. Đặc biệt nhất là có chỗ ngủ nghỉ trưa và có suất ăn sáng cho người đến sớm :D
gần như không bao giờ có OT, mọi người chỉ làm đến đúng giờ là có thể về. . Sếp rất thực dụng, cho 40 nhân viên nghỉ việc ngay khi project lớn nhất kết thúc được 1 tuần, không báo trước làm nhân viên không kịp tìm viêc mới",,,,
SA-267,"Dành cho các bạn vừa ra trường hoặc những người muốn ổn định về già . Công ty đẹp, môi trường tốt, văn hóa tốt.
Nơi để học process, cách làm việc.
Nhiều time rãnh để làm thêm, học thêm cái mình muốn
Giờ giấc thoải mái
OT phải được approve, nếu sếp ok thì chỉ có thể deal internal. . Ít học hỏi được nhiều
Requirement same same nhau, hiếm được làm một số cái lạ
Đa số kiểm soát bới code generate tool nên trình khó lên
Lương tăng chậm, đánh giá chung chung.
Làm lâu dễ bị tụt hậu công nghệ.",,,,
SA-268,"Tốt cho người ra trường, lương thấp . Đồng nghiệp thân thiện, vui vẻ, giúp đỡ nhau trong công việc
Trả lương OT đầy đủ, có tiền vacation hàng năm, môi trường tốt cho fresher tích lũy kinh nghiệm . Cần tăng lương cho nhân viên
Có career path cụ thể
Review performance chính xác",,,,
SA-269,"phúc lợi tốt . Công ty thích hợp cho mấy bạn mới ra trường, cũng có OT nhưng không nhiều. Môi trường thân thiện
phúc lợi tốt, học được hỏi được nhiều điều. môi trường làm việc thân thiện . Nếu lương cao hơn nữa thì tốt, những người kinh nghiệm lâu năm cần được thêm phụ cấp",,,,
SA-270,"Các Sếp trong công ty hòa đồng với nhân viên . Các Sếp trong trung tâm nói riêng hay của công ty nói chung cũng hay chia sẻ cho nhân viên về các giá trị cốt lõi tốt, cũng đặt ưu tiên cho nhân viên trong công việc phù hợp
OT có chi trả theo thời gian thực OT và đăng ký chính xác với PO thời gian đó . Văn phòng hiện tại chật chội mong sớm được sang bên văn phòng mới",,,,
SA-271,"Công ty chuyên nghiệp, tuyệt vời . - Môi trường làm việc chuyên nghiệp
- Tiếp cận được quy trình phát triển chặt chẽ
- Có cơ hội phát triển hơn nữa khả năng của bản thân
- Học hỏi thêm nhiều kỹ năng mềm cũng như kiến thức mới
- Sếp và nhân viên vui vẻ.
- Phúc lợi cho nhân viên rất tốt (thưởng, company trip, party, picnic,...)
Chế độ OT vừa phải, không thường xuyên.
Hầu như không có OT. . Hiện tại chưa có, phát huy hơn nữa chất lượng các hoạt động của công ty.",,,,
SA-272,"Môi trường làm việc vui vẻ hoà đồng, giờ làm việc flexible, thoải mái . Môi trường thân thiệt, giờ làm việc thoải mái, sếp tạo điều kiện cho nhân viên
Chạy dự án thì phải OT kha khá, những sếp duyệt nhanh nên cũng yên tâm . Nhiều vấn đề về cơ sở vật chất mất hơi lâu để sử lý, ví dụ như tắc bồn rửa tay",,,,
SA-273,"Review của 1 cựu trưởng nhóm . - Môi trường tốt để rèn luyện sức chịu đựng bản thân, cả về sức chịu đựng stress lẫn áp lực trong công việc
- Đội truyền thông nội bộ làm tốt công tác truyền thông trong công ty, xây dựng dc concept chuyên nghiệp. Dễ lấy dc cảm tình của mọi người khi mới tiếp xúc với cty này . - Lãnh đạo ko care đến nhân viên, đừng nhìn vào thông tin tuyển dụng họ cung cấp mà bị đánh lừa. Bạn nào còn mơ tưởng đến 1 môi trường hoà đồng, sếp lắng nghe nhân viên như lời tuyển dụng họ lăng sê thì quên đi.
- Những đóng góp, góp ý của bạn sẽ không dc lắng nghe, đôi khi còn dẫn đến việc bạn bị cho nghỉ việc.
- 2 quý đầu năm là mùa tuyển dụng. 2 quý cuối năm là mùa thanh lọc, giảm bớt biên chế nhân viên để đỡ tiền thưởng tết (mặc dù thưởng tết cũng chả có dc như nv mong đợi. Mình làm dc 5 năm ở đó, thưởng tết chưa bao giờ dc bằng 1 tháng lương cả, thường là 1/2 hoặc 3/4 thôi)
- Vị trí bạn có thể ứng tuyển mà không bị ảnh hưởng nhiều: Kỹ thuật core hệ thống, thiết kế
- Vị trí nhiều áp lực, stress, hay biến động và khả năng out cao: CSKH, Dịch vụ, Sale
Những thông tin này mình đánh giá tại thời điểm cách đây hơn 1 năm, lúc mình rời công ty này. Mọi thông tin mình đánh giá là từ góc nhìn của mình và một số đồng nghiệp khác (cũng từng làm tại Sapo). Nên là nếu công ty này có phản ánh những đánh giá của mình ko đúng thì cũng ko sai, vì mình ko làm lãnh đạo cấp cao, không bao quát toàn cục dc công ty, nhiều thông tin mình ko nắm dc. Nhưng mình có góc nhìn của 1 nhân viên làm từ thấp lên cao trong 5 năm, và 1 số đồng nghiệp làm dc 7-8 năm tại công ty này. Mình làm kỹ thuật, ko phải sale nên nếu bạn nào nghĩ đây là bài review của 1 sale (có thể là làm ăn bố láo) bị công ty đuổi, lên đây đánh giá bừa thì có thể ko xem.
OT ở đây ngoại trừ vào chủ nhật thì trầy trật mới dc hỗ trợ 50k ăn trưa ra, còn bình thường chả có gì, dc coi là tinh thần cống hiến.",,,,
SA-274,"Không khuyến khích cho các bạn intern . Văn phòng okie, học hỏi được khá nhiều. Khi nhắc đến FPT, nhiều người sẽ nghĩ ngay đến một trong những tập đoàn công nghệ hàng đầu Việt Nam, với hàng loạt dự án và cơ hội phát triển sự nghiệp đáng mơ ước. . Đánh giá về FPT: Những sự thật về cách đối xử với intern và fresher
Thực tế bên trong không phải lúc nào cũng màu hồng, đặc biệt là đối với các bạn thực tập sinh (intern) và nhân viên mới (fresher). Rất nhiều trường hợp, những bạn trẻ đầy nhiệt huyết bước chân vào FPT với niềm tin và kỳ vọng lớn lao đã phải trải qua cảm giác thất vọng nặng nề.
Một trong những điểm đáng chú ý là cách công ty xử lý lực lượng thực tập sinh. FPT thường tổ chức các chương trình thực tập với lời hứa hẹn về cơ hội học hỏi, làm việc trong môi trường chuyên nghiệp và khả năng trở thành nhân viên chính thức sau khi kết thúc quá trình thực tập. Tuy nhiên, thực tế lại khác xa so với những lời quảng bá bóng bẩy đó. Nhiều bạn intern phải làm việc như một nhân viên chính thức, phải chịu áp lực về tiến độ và chất lượng công việc, nhưng không được trả lương xứng đáng hoặc nhận sự hỗ trợ đầy đủ. Họ tham gia vào các dự án, cống hiến công sức và thời gian, nhưng đến khi kết thúc kỳ thực tập, lời hứa về việc trở thành nhân viên chính thức thường bị ""trì hoãn"" hoặc hoàn toàn bị lãng quên.
Điều này không chỉ dừng lại ở các bạn thực tập sinh, mà còn kéo dài đến cả những nhân viên mới vào (fresher). Nhiều người chia sẻ rằng họ bước chân vào công ty với đầy niềm tự hào và hi vọng rằng mình sẽ học được nhiều điều, đóng góp giá trị và nhận lại sự công nhận xứng đáng. Tuy nhiên, sau một thời gian cống hiến, họ nhận ra rằng việc lên chính thức là một quá trình đầy mơ hồ. Công ty đưa ra hàng loạt lý do để trì hoãn việc ký hợp đồng chính thức, từ việc ""chưa đạt KPI"" đến ""chờ xem xét"". Điều này tạo ra một vòng luẩn quẩn của việc hứa hẹn và thất hứa, khiến nhiều bạn trẻ cảm thấy mình bị bóc lột công sức mà không được đền đáp.
Một số người từng làm việc tại FPT chia sẻ rằng công ty dường như chỉ coi intern và fresher như nguồn lực giá rẻ. Khi một người đã chứng minh được khả năng của mình, họ sẽ bị giữ lại trong trạng thái ""lửng lơ"" – làm việc chính thức nhưng không có chế độ phúc lợi tương ứng. Đây là cách mà công ty tận dụng để tiết kiệm chi phí nhân sự trong khi vẫn duy trì khối lượng công việc khổng lồ.
Những trải nghiệm này khiến nhiều bạn trẻ rời FPT với tâm trạng chán nản và cảm giác mình bị lợi dụng. Sự lặp lại của tình trạng này không chỉ gây tổn hại cho các cá nhân mà còn ảnh hưởng đến uy tín của công ty trong mắt cộng đồng tuyển dụng và các bạn sinh viên sắp tốt nghiệp.",,,,
SA-275,"Môi trường tốt cho các bạn mới đi làm . benefit khá ok, lương bh bình thường như nhân viên văn phòng
sếp thân thiện, công ty cung cấp thiết bị đầy đủ để làm . lương ở mức tb so với mặt bằng, đi làm 8h hơi sớm",,,,
SA-276,"Công ty ngày càng xuống cấp . Văn phòng ok, mới làm lại.
Giờ giấc thoải mái, làm xong việc thì cứ cf vô tư
Về sớm cũng đc miễn xong việc . Lương thấp, 1 năm tăng rất ít
Có sự đánh giá ko công bằng giữa các team, devs với nhau. Cày cật lực chưa chắc đc đánh giá tốt
Ko bảo vệ nhân viên, xu nịnh. Ko có plan rõ ràng cho từng nhân viên, đánh giá cảm tính.
Không rõ ràng về chính sách. Nhiều khi sếp kêu đi làm nhưng ko có 1 đồng ot",,,,
SA-277,"Sếp nice - lương nice . - Thoải mái làm việc không gò bó
- Sếp nice
- Đồng nghiệp nice
- Môi trường đáng học hỏi
Chính sách OT rõ ràng, minh bạch cuối tháng tiền OT được thanh toán đúng hẹn . - Thang máy đông đôi khi chờ khá lâu
- Không có gì cần cải thiện thêm",,,,
SA-278,"Beautiful office, good policies, generous year-end bonuses. . The colleagues are friendly, and there are plenty of opportunities for growth.
The overtime policy is good, with compensation provided in accordance with labor laws. . Offering more language training programs, especially in Korean.",,,,
SA-279,"môi trường tuyệt vời để học hỏi . môi trường tuyệt vời để học hỏi, đồng nghiệp thân thiện, sếp giỏi và luôn quan tâm nhân viên
không bắt buộc OT, OT sẽ có trả lương xứng đáng, ít khi OT . lương còn thấp so với mặt bằng chung, phần trăm tăng lương còn thấp",,,,
SA-280,"Cty ổn, dự án toxic . văn phòng đẹp, lương tháng 13 chia đều 12 tháng
Chỉ xảy ra cho 1 số bộ phận nên ko bình luận . * Dự án nên có hướng đi rõ ràng
* Nhân viên nên được xây dựng lộ trình học hỏi rõ ràng hơn và nên được đào tạo bài bản thay vì dùng một vài cá nhân tự xưng là giỏi để dạy nhưng thực tế thì không biết gì về vị trí rồi khi sai sót xảy ra thì đổ lỗi
* PM chỉ nên làm nhiệm vụ PM chứ đừng đóng vai trò technical lead, BA, PO, scrum master... Nhiều vai trò quá nên không làm vai trò này tốt
* Điều user muốn và chất lượng dự án nên được đặt lên hàng đầu chứ dự án ko phải là nơi để khoe tài năng: nói rất hay còn làm rất ghê
* làm dự án thì nên theo scrum nhiều nhất có thể và release liên tục ít nhất 1 quý 1 lần chứ đừng ngâm đến cả năm hơn rồi lại đổ thừa này nọ",,,,
SA-281,"Startup như Travala.com mặt bằng chung là quá được . Công ty toàn xài Tech ngon và mới nhất trên thị trường. Ae trong công ty thì toàn code ngon cứng nên học hỏi được rất nhiều.
Team trẻ khoẻ, ham làm mà cũng ham chơi. Theo chủ nghĩ chơi hết mình, làm hết sức. Team đa văn hoá, linh hoạt giờ giấc. Có mấy ace làm remote rồi ngồi ở múi giờ khác, quốc gia khác nhưng công việc vẫn đáp ứng tốt và kịp tiến độ.
Được cấp thiết bị case + Mac có đủ, nói chung cái gì cần cho công việc request hôm sáng chiều hoặc mai HR đã order có sẵn tại chỗ mà làm.
Phỏng vấn tuyển dụng rất kĩ từ Tech đến văn hoá, tính cách. Lương thì lúc vào offer cao hơn expect nên hơi bất ngờ :))
Ace làm việc cứ chiều là tụ lại làm đủ trò, ăn uống, tám tiết, mở nhạc sàn quẫy, đẩy nâng tạ giải stress. Team còn vài chú tính khá cộc nên đôi lúc có tranh luận nóng rồi cũng thôi. Bánh trái, cf mỳ tôm snacks các thứ thì lúc nào cũng có đủ ăn ngập mặt.
Đủ dịp để nhận quà cáp, thưởng dự án khi công ty có doanh thu bự.
Hiếm OT nhưng có thì tính tiền đủ và lương OT tốt. . Phòng còn nhỏ nên hơi ngạt, đôi khi nóng không biết có phải do bật điều hoà cao để khỏi covid hay không. Công ty nhân sự đang tăng dần, nên cần cải thiện vài thứ ở quy trình cho chặt chẽ tí cho dễ làm khỏi take time hỏi qua lại.",,,,
SA-282,"Môi trường làm việc tốt, nơi tôi có thể học hỏi và phát triển bản thân mình hơn . Môi trường làm việc năng động, phù hợp cho những bạn trẻ muốn cống hiến và phát triển bản thân, có chế độ phúc lợi tốt.
Lương thưởng đúng hạn và đầy đủ theo dự án.
Tôi thích làm việc tại đây, nơi có văn hóa và những người bạn tuyệt vời, OT thấy ổn . Công ty cần tổ chức những buổi dã ngoại cho anh em gặp gỡ và chia sẻ, xả stress",,,,
SA-283,"Môi trường và phúc lợi không thể tốt hơn được . - Văn phòng cưc kỳ đẹp
- Môi trường thoải mái năng động
- Giờ giấc làm việc flexible
- Lương, thưởng, phúc lợi rất tốt . - Áp lực cao
- Tôn trọng sự khác biệt cá nhân, vì thế đôi khi khó hoà đồng trong tập thể.",,,,
